ondo,komando_no_nagasa,tsukawareta_kaisuu,gosa,yesNo
-13.71,839,98,1.96,0
-16.55,856,66,0.59,0
36.4,901,90,5.1,1
-6.78,167,58,0.02,0
38.23,921,77,9.5,1
20.54,979,49,3.64,0
28.34,772,71,4.33,0
25.61,136,70,1.75,0
-14.24,741,39,3.59,0
13.27,534,0,1.49,0
-7.32,263,68,0.35,0
-4.99,596,73,3.83,0
-14.53,25,82,2.28,0
35.14,949,94,9.75,1
3.54,516,27,4.13,0
8.55,378,28,0.85,0
33.98,491,63,3.94,0
7.26,176,83,2.25,0
8.72,757,43,3.11,0
28.0,14,12,1.69,0
8.75,509,72,0.22,0
1.94,399,2,1.41,0
35.18,692,93,3.83,0
29.4,440,98,2.82,0
13.02,878,93,4.74,0
-2.89,437,40,2.82,0
18.32,203,44,3.84,0
29.5,587,29,2.52,0
39.5,905,94,9.56,1
-6.26,476,81,0.26,0
-2.65,397,4,2.25,0
36.62,939,84,9.87,1
39.43,249,57,0.36,0
38.06,912,85,9.82,1
28.74,751,92,1.13,0
-14.09,623,79,2.16,0
-3.42,788,27,4.16,0
38.51,949,84,7.69,1
29.46,203,41,1.43,0
18.0,799,49,2.25,0
-9.96,915,75,2.09,0
35.73,59,43,3.4,0
17.34,675,41,1.96,0
-5.5,322,80,0.92,0
-16.36,552,52,1.91,0
-8.18,498,87,0.38,0
4.69,396,28,4.05,0
6.6,448,64,1.6,0
-4.65,921,21,2.26,0
-12.32,723,53,0.74,0
33.87,718,15,2.23,0
-19.56,134,94,1.85,0
7.34,661,6,2.81,0
28.92,335,49,1.63,0
21.66,293,12,2.23,0
6.57,657,14,3.69,0
-14.49,928,45,4.65,0
-1.32,840,42,2.58,0
35.82,904,96,9.32,1
25.32,337,44,1.79,0
18.02,781,79,1.0,0
21.18,240,58,1.5,0
30.95,444,76,4.85,0
29.84,518,2,1.7,0
24.08,251,69,4.83,0
29.55,420,43,1.99,0
28.1,770,10,0.99,0
39.65,531,46,4.59,0
17.25,53,83,1.41,0
-4.17,270,95,3.27,0
32.84,392,68,0.25,0
32.89,52,99,0.87,0
21.56,107,20,3.1,0
15.12,709,71,1.4,0
37.41,961,79,6.75,1
-12.35,952,92,2.75,0
-3.7,311,100,3.4,0
-17.06,151,65,4.66,0
-8.56,760,76,1.36,0
38.35,516,35,0.99,0
-1.88,427,7,4.45,0
-3.87,128,80,0.35,0
-16.3,506,3,0.18,0
1.9,556,72,1.31,0
15.54,94,60,4.32,0
11.49,777,84,2.72,0
-19.06,735,39,2.81,0
38.05,610,28,1.82,0
39.65,283,79,2.99,0
32.3,142,66,1.85,0
-7.8,12,97,0.34,0
-14.04,280,59,3.15,0
27.91,781,77,0.71,0
32.81,551,82,1.81,0
39.64,432,2,4.32,0
27.27,976,4,3.33,0
12.73,297,54,3.22,0
35.46,905,92,7.91,1
11.1,287,20,1.98,0
34.83,998,74,0.13,0
36.68,975,79,5.11,1
12.48,335,18,2.99,0
37.25,954,92,8.84,1
38.31,911,79,8.14,1
8.16,445,66,4.55,0
34.88,156,35,4.24,0
-7.35,118,47,2.72,0
3.23,413,59,4.01,0
-15.37,955,14,0.62,0
0.57,361,57,3.18,0
31.96,428,26,4.67,0
-1.89,577,33,1.47,0
28.14,251,72,2.8,0
28.82,157,0,0.04,0
12.75,283,79,3.08,0
5.64,784,0,2.02,0
-12.71,443,21,2.0,0
-0.34,966,15,4.17,0
-4.85,591,65,2.78,0
18.8,636,8,1.08,0
7.99,905,5,2.02,0
23.04,414,96,0.9,0
39.1,936,81,5.5,1
-19.48,208,2,0.94,0
35.64,988,31,3.77,0
24.3,208,28,1.43,0
29.53,706,21,1.64,0
36.77,808,44,3.09,0
39.19,922,91,9.47,1
7.39,132,26,3.96,0
-16.91,115,88,1.07,0
6.46,870,63,2.0,0
10.18,981,76,1.01,0
36.73,991,79,5.12,1
5.96,754,31,1.42,0
-13.75,539,66,4.99,0
12.22,380,94,1.68,0
-19.83,169,62,1.47,0
26.37,735,95,1.15,0
-1.17,725,94,4.0,0
7.56,651,72,1.69,0
22.12,292,31,2.34,0
-1.18,547,62,0.06,0
-8.63,884,5,1.4,0
-4.48,108,72,1.99,0
15.96,741,92,3.67,0
-18.3,612,35,1.86,0
-3.06,395,5,4.54,0
-14.33,366,8,0.65,0
37.12,940,83,8.06,1
-18.4,260,20,2.85,0
22.02,237,33,3.84,0
33.95,973,0,2.84,0
-19.56,254,89,3.21,0
-15.9,908,2,3.31,0
16.17,897,16,1.36,0
30.0,508,21,0.4,0
-9.16,553,94,0.99,0
-1.0,964,68,4.72,0
8.05,692,77,1.35,0
34.71,739,91,0.98,0
-3.12,686,26,3.69,0
26.62,678,29,2.34,0
8.02,155,69,0.16,0
36.7,128,70,2.89,0
15.93,736,16,3.48,0
26.42,634,91,4.85,0
19.18,591,99,0.13,0
-10.74,515,72,1.87,0
20.25,342,88,0.34,0
26.46,835,91,1.99,0
4.41,129,54,0.26,0
36.19,932,78,5.16,1
37.74,902,100,8.38,1
-9.95,894,89,2.42,0
-9.91,364,22,0.96,0
-5.55,619,66,4.7,0
-4.55,696,77,1.13,0
5.11,705,9,2.74,0
0.97,250,19,4.01,0
-3.29,505,30,2.66,0
31.76,634,36,4.39,0
-1.0,839,68,0.28,0
36.27,903,92,7.44,1
-15.66,283,86,3.3,0
-8.33,160,73,4.63,0
-17.99,535,22,1.14,0
-17.01,179,82,2.96,0
35.24,792,84,0.4,0
-11.56,319,31,0.38,0
-17.15,422,44,3.08,0
3.67,637,76,2.54,0
7.63,306,91,0.38,0
32.14,969,72,2.12,0
24.78,798,8,2.87,0
19.25,508,65,2.95,0
38.38,572,17,2.07,0
18.21,212,10,0.54,0
3.81,184,48,4.64,0
-10.71,179,25,2.08,0
39.08,991,83,9.33,1
-17.93,466,38,3.02,0
-7.9,209,83,3.52,0
-18.55,361,20,0.28,0
-9.75,363,85,4.53,0
2.6,191,53,1.06,0
2.68,309,6,3.3,0
1.25,274,80,3.19,0
-0.02,510,44,4.56,0
-10.43,658,3,0.27,0
37.23,928,98,7.3,1
-13.43,921,92,2.69,0
38.01,978,91,6.28,1
28.27,447,74,1.21,0
39.97,947,99,7.36,1
-4.42,498,85,2.86,0
23.68,163,25,1.33,0
-15.95,236,45,2.99,0
4.28,144,24,0.47,0
2.25,483,99,3.47,0
7.91,54,32,2.84,0
-3.57,552,83,4.84,0
-16.35,751,41,1.75,0
18.72,846,85,4.85,0
16.25,461,53,4.69,0
39.88,915,75,7.31,1
-17.05,526,14,1.93,0
36.07,14,42,1.41,0
-9.56,192,54,4.33,0
-7.96,893,30,4.08,0
32.59,835,65,3.69,0
22.99,109,9,2.07,0
26.1,292,76,0.12,0
-18.2,526,79,1.12,0
4.03,923,30,1.86,0
38.35,674,70,0.65,0
-8.16,90,96,1.04,0
30.49,746,54,2.04,0
22.74,577,76,4.99,0
35.11,937,88,5.72,1
-0.34,489,50,1.95,0
35.44,904,86,9.77,1
29.18,946,32,0.98,0
34.97,247,60,1.99,0
32.59,130,41,3.41,0
15.4,786,66,3.81,0
-14.81,520,32,0.05,0
7.98,991,77,4.87,0
37.52,1000,96,9.64,1
2.46,938,93,1.35,0
4.84,561,48,0.87,0
13.78,137,69,1.12,0
2.1,260,23,1.77,0
-3.69,603,57,1.75,0
-18.81,814,63,1.05,0
20.95,927,4,0.26,0
35.66,940,88,7.2,1
36.58,107,42,0.15,0
38.1,936,88,8.67,1
30.16,608,92,0.49,0
-13.2,951,52,4.34,0
34.9,355,30,0.65,0
-11.91,812,28,0.37,0
8.04,569,19,4.51,0
36.29,957,99,7.59,1
-1.1,290,75,0.82,0
39.22,906,90,8.64,1
39.38,991,86,9.47,1
0.24,40,6,4.91,0
24.13,22,22,4.92,0
29.05,398,13,1.24,1
18.51,849,36,2.97,0
24.24,569,83,0.18,0
2.48,491,94,4.88,0
-13.62,25,37,2.79,0
31.95,93,12,4.48,0
17.37,557,5,4.33,0
7.21,174,75,2.96,0
36.8,603,58,1.16,0
12.14,154,10,3.79,0
13.19,715,67,0.41,0
7.81,322,25,0.12,0
12.25,339,69,2.63,0
-11.97,325,42,0.93,0
-0.6,876,0,1.73,0
8.93,906,85,3.39,0
38.44,907,85,5.15,1
36.6,910,98,9.28,1
38.99,953,83,5.5,1
-6.64,244,71,0.11,0
6.85,110,61,4.25,0
7.27,183,55,1.71,0
16.23,181,81,2.89,0
-6.27,285,49,0.61,0
37.62,978,85,7.15,1
15.18,274,34,3.38,0
37.29,642,96,1.5,0
-1.19,405,27,3.86,0
36.13,703,31,4.9,1
36.53,968,85,9.85,1
28.03,109,87,1.22,0
-8.66,997,38,1.32,0
-10.41,76,20,2.61,0
-4.6,438,18,3.95,0
39.08,776,75,0.46,0
37.24,495,30,1.18,0
-8.25,781,2,3.39,0
36.44,418,74,0.25,0
-0.37,454,82,2.1,0
38.34,905,100,6.68,1
-8.03,244,30,1.74,0
27.54,564,22,0.8,0
19.38,366,58,4.12,0
36.48,209,42,3.54,0
36.77,922,81,9.94,1
8.36,148,58,3.09,0
5.36,956,26,4.94,0
-13.49,353,61,1.38,0
30.33,552,79,2.47,0
18.26,281,73,4.58,0
37.73,237,17,3.27,0
14.52,701,49,4.37,0
22.82,931,16,4.43,0
37.91,971,79,6.31,1
-17.64,134,76,1.32,0
32.48,991,85,3.55,0
38.83,977,80,8.34,1
22.52,559,43,4.71,0
11.87,905,47,0.83,0
-18.26,88,12,2.19,0
27.97,394,81,1.82,0
34.56,286,60,0.45,0
-7.77,457,50,3.32,0
11.8,696,89,2.05,0
35.76,925,62,1.45,0
-3.95,30,64,1.03,0
-4.28,759,56,0.17,0
-4.15,558,47,4.72,0
-1.38,39,98,4.05,0
36.79,196,4,2.98,0
17.58,385,4,4.2,0
-9.53,572,56,2.0,0
25.18,286,25,4.62,0
-14.67,973,65,2.29,0
36.24,916,80,9.9,1
6.74,706,100,2.72,0
16.6,442,77,0.08,0
-9.5,191,32,2.17,0
33.68,559,33,0.44,0
-19.65,931,66,2.87,0
39.71,968,95,7.23,1
-1.69,404,79,4.42,0
18.55,650,97,3.02,0
34.61,182,82,1.2,0
38.25,1000,10,3.99,0
28.19,60,47,3.33,0
37.48,903,87,8.76,1
39.86,953,82,7.74,1
35.24,968,92,9.36,1
-13.5,246,56,3.67,0
-19.67,919,15,2.18,0
-11.81,956,13,3.27,0
-3.85,992,31,4.26,0
30.02,509,3,4.35,0
2.88,736,67,1.16,0
3.88,76,57,4.81,0
25.35,237,46,1.07,0
13.86,555,80,2.81,0
32.18,509,23,1.05,0
6.53,124,29,2.5,0
39.74,943,81,5.16,1
27.76,845,99,2.63,0
-17.22,251,61,3.02,0
2.18,818,88,4.74,0
22.51,938,33,4.26,0
-14.73,87,23,0.96,0
27.87,596,72,1.05,0
12.41,584,28,3.89,0
34.56,992,4,3.13,0
24.6,72,85,1.2,0
7.53,769,99,1.1,0
12.95,891,84,1.4,0
26.84,645,95,4.94,0
-16.23,542,59,0.44,0
39.62,919,98,9.42,1
-13.21,609,87,0.01,0
31.43,510,84,1.3,0
-0.8,988,15,0.99,0
38.05,793,89,2.43,0
-6.02,977,72,2.48,0
27.58,734,12,0.47,0
36.67,953,9,2.13,0
3.62,987,15,4.58,0
-4.36,213,77,3.48,0
19.68,18,29,3.87,0
2.35,578,9,0.18,0
29.36,712,92,0.24,0
-6.14,913,92,0.61,0
35.39,522,56,1.21,0
-6.92,142,70,2.4,0
-18.88,846,54,3.02,0
32.45,338,11,2.65,0
17.45,77,61,1.17,0
-1.97,292,43,3.36,0
33.56,296,78,2.38,0
-2.03,916,100,3.13,0
17.15,919,73,3.0,0
37.42,615,41,4.84,0
34.36,861,31,1.19,0
-9.68,174,37,4.72,0
-12.5,524,23,2.44,0
13.19,183,99,0.91,0
23.97,724,1,4.5,0
-5.32,145,32,4.84,0
3.71,871,48,2.72,0
0.26,513,21,4.39,0
2.03,20,63,1.57,0
0.04,269,84,4.39,0
32.9,663,28,3.13,0
-8.48,323,61,1.21,0
26.66,904,18,4.63,0
25.78,711,15,2.95,0
-17.73,714,68,1.85,0
-19.19,335,78,1.12,0
30.26,491,22,0.99,0
-19.78,805,9,2.47,0
29.17,422,6,3.52,0
-1.5,22,42,1.6,0
-17.09,110,34,2.95,0
10.79,353,71,2.27,0
32.43,59,23,2.59,0
18.24,377,37,1.53,0
-1.4,524,62,4.18,0
8.86,701,75,4.24,0
27.48,873,79,3.51,0
29.22,467,56,3.75,0
30.02,51,69,1.13,0
-0.24,935,65,3.48,0
8.38,374,27,2.52,0
-10.84,439,0,0.4,0
-13.39,736,76,1.76,0
-2.52,384,90,0.92,0
1.8,265,50,3.92,0
25.68,428,100,2.14,0
30.1,870,75,0.91,0
37.83,919,81,9.98,1
23.61,105,64,4.72,0
39.8,85,85,0.83,0
28.47,650,63,2.39,0
34.1,943,37,1.93,0
13.73,328,57,2.03,0
32.97,255,2,4.76,0
10.41,904,12,3.86,0
-12.15,717,100,4.07,0
-19.16,960,50,4.89,0
-8.91,620,64,4.57,0
39.2,961,81,7.4,1
16.22,544,44,4.48,0
30.06,638,44,1.64,0
13.66,784,24,0.62,0
33.06,337,53,0.77,0
-6.97,72,13,3.14,0
-8.7,762,36,3.96,0
29.89,11,15,0.09,0
15.83,163,57,0.93,0
2.66,771,45,3.79,0
39.89,295,95,3.22,0
14.13,321,67,0.17,0
29.94,828,87,3.28,0
18.91,641,79,2.0,0
-2.36,230,80,0.39,0
0.7,798,34,4.44,0
37.73,574,27,4.26,0
-2.77,922,44,1.58,0
4.96,162,43,0.93,0
27.29,53,90,3.87,0
-1.49,863,100,0.55,0
-8.58,861,8,4.28,0
-10.63,692,18,0.29,0
-12.54,558,66,3.82,0
23.63,895,88,1.23,0
21.63,880,27,2.63,0
25.09,751,64,2.23,0
-16.3,354,38,2.34,0
28.03,542,14,0.3,0
35.73,586,62,3.85,0
24.21,259,47,3.11,0
-12.28,606,20,3.02,0
34.88,683,86,3.81,0
11.91,406,80,1.32,0
39.74,943,75,7.48,1
34.36,778,92,1.26,0
25.76,527,51,2.91,0
-17.28,440,47,1.18,0
-2.09,659,18,2.09,0
39.72,968,91,9.31,1
12.67,151,74,1.44,0
25.33,588,56,0.98,0
12.81,528,43,3.57,0
-0.9,744,17,4.61,0
-19.54,679,12,2.98,0
24.66,264,14,0.93,0
24.7,610,0,3.27,0
-3.73,385,38,0.7,0
5.37,32,63,0.25,0
0.12,204,37,3.18,0
-13.9,697,16,3.79,0
39.97,974,88,8.88,1
32.2,492,58,2.86,0
19.28,697,57,3.21,0
-14.36,346,77,2.68,0
19.12,229,39,2.48,0
37.86,919,91,8.26,1
-3.48,89,85,4.47,0
30.27,940,83,4.27,0
-15.05,274,7,3.29,0
12.23,814,65,2.7,0
31.36,527,50,0.04,0
33.87,900,19,2.16,0
-5.85,614,48,0.51,0
26.31,830,64,4.03,0
15.83,14,79,4.98,0
0.4,582,54,0.37,0
39.7,770,2,3.66,0
-5.32,511,2,0.96,0
20.67,266,43,4.13,0
24.87,392,10,4.47,0
-10.65,890,60,4.33,0
11.68,762,88,3.41,0
36.33,256,30,3.34,0
28.32,825,44,2.29,0
35.97,908,80,9.91,1
39.93,944,100,5.15,1
9.86,244,72,0.15,0
3.46,860,98,0.94,0
0.01,759,60,1.4,0
19.98,425,53,4.0,0
2.36,792,26,0.64,0
-6.08,498,17,0.7,0
-0.98,693,17,1.8,0
4.5,529,11,0.2,0
0.77,354,53,2.98,0
-8.78,206,37,1.48,0
38.3,940,77,6.73,1
38.65,785,90,4.02,0
10.03,33,86,4.77,0
-10.44,132,99,1.44,0
-0.94,934,46,0.61,0
-9.16,804,32,2.51,0
35.6,981,88,7.86,1
-13.09,638,50,3.45,0
-3.45,780,0,2.8,0
13.12,740,32,2.13,0
-5.98,681,68,0.98,0
-14.11,813,98,0.4,0
-0.54,562,29,4.67,0
-16.29,760,49,1.84,0
9.21,582,19,4.22,0
9.65,402,87,2.96,0
39.97,975,78,9.46,1
-5.25,700,76,3.44,0
-17.38,643,79,0.63,0
36.37,952,79,7.56,1
16.0,81,87,0.09,0
7.95,264,45,3.71,0
12.47,447,5,4.7,0
-19.96,512,12,3.38,0
-9.97,813,65,0.62,0
-19.02,560,91,4.0,0
7.78,296,16,3.39,0
19.7,585,36,1.19,0
16.25,609,73,4.41,0
14.77,926,85,1.24,0
21.09,918,7,0.08,0
22.71,270,28,4.78,0
20.67,766,52,3.94,0
2.94,621,84,4.33,0
16.74,677,89,2.08,0
-16.12,343,28,3.3,0
-19.83,552,76,1.04,0
-4.59,435,91,0.59,0
28.66,523,56,1.53,0
24.83,740,67,4.62,0
32.21,483,80,4.35,0
37.86,963,80,9.95,1
-11.74,605,95,0.52,0
36.15,954,83,9.54,1
16.04,816,91,0.97,0
35.62,970,83,6.3,1
32.64,983,74,1.47,0
-6.91,685,27,0.67,0
31.16,215,56,1.68,0
11.2,37,30,3.72,0
36.5,964,100,6.13,1
27.27,314,48,4.51,0
-5.05,388,48,0.36,0
28.88,52,26,2.67,0
-6.51,466,4,1.17,0
5.65,81,74,3.17,0
39.27,110,58,0.52,0
26.37,713,20,4.14,0
-1.88,705,9,4.13,0
-3.45,930,12,3.24,0
4.95,942,56,4.69,0
39.66,941,97,8.12,1
-19.0,840,42,0.84,0
15.26,368,72,3.02,0
6.85,584,63,0.69,0
-3.7,521,69,1.36,0
-2.32,37,31,2.49,0
-8.36,506,52,3.67,0
35.34,821,26,3.65,0
-9.62,318,72,0.94,0
-12.11,101,43,1.32,0
2.35,646,53,2.57,0
38.0,141,54,0.86,0
17.08,789,58,4.17,0
13.86,774,45,1.62,0
4.88,206,92,4.48,0
4.69,889,1,3.75,0
-5.33,121,44,3.69,0
23.01,817,96,1.61,0
-1.54,342,65,2.52,0
28.45,959,41,1.07,0
27.89,201,80,3.73,0
-5.61,996,77,3.12,0
15.54,399,76,2.23,0
35.33,423,90,4.49,0
17.17,176,21,4.52,0
1.21,804,89,1.73,0
-19.71,377,81,3.28,0
-11.07,500,64,0.99,0
35.65,904,87,8.05,1
12.1,99,60,1.78,0
10.86,933,55,1.16,0
14.98,645,40,4.88,0
17.28,15,40,1.05,0
-14.32,138,90,0.9,0
35.91,964,90,8.62,1
-19.23,407,53,2.27,0
24.15,792,34,4.94,0
6.53,618,1,1.91,0
19.43,413,87,1.92,0
-8.03,349,99,1.31,0
19.88,111,50,0.41,0
-17.08,979,64,4.08,0
10.22,217,38,2.88,0
10.79,930,69,3.65,0
-10.98,676,0,3.87,0
-17.1,175,81,3.31,0
-1.16,833,92,1.91,0
-12.91,130,82,4.73,0
36.39,916,96,7.11,1
17.1,43,50,2.8,0
-8.4,674,45,2.97,0
-4.48,177,93,1.05,0
12.48,914,42,2.27,0
-17.7,901,55,1.12,0
20.91,655,90,3.61,0
-4.5,246,18,4.67,0
37.19,974,93,8.67,1
36.79,948,98,7.13,1
-3.01,1000,24,1.72,0
-5.41,153,95,2.53,0
11.69,547,72,2.39,0
12.64,342,68,1.19,0
31.68,762,63,2.89,0
33.43,858,22,3.93,0
-10.56,41,8,4.39,0
-3.61,116,29,0.05,0
39.9,976,91,5.59,1
34.26,300,18,0.77,0
13.4,889,14,4.81,0
-15.09,125,7,2.3,0
17.44,449,15,3.57,0
30.01,316,94,1.92,0
12.06,187,53,4.1,0
0.85,211,59,4.46,0
7.74,482,82,1.23,0
35.89,932,95,8.61,1
14.76,502,50,3.89,0
-14.14,691,35,4.27,0
-19.4,455,62,0.06,0
11.48,353,90,4.68,0
33.24,819,74,3.24,0
-3.63,527,27,1.63,0
36.37,970,85,9.82,1
-5.23,710,55,4.38,0
38.58,18,44,1.36,0
34.16,56,92,3.43,0
36.47,303,35,1.66,0
-6.52,240,93,2.28,0
11.87,193,26,2.37,0
-4.72,725,58,0.2,0
23.75,755,59,2.54,0
-13.13,768,65,0.56,0
-16.57,878,15,2.91,0
-6.6,495,25,1.12,0
9.07,835,81,1.5,0
14.44,829,46,4.36,0
31.86,24,82,3.41,0
16.21,670,35,3.05,0
-17.88,530,64,0.01,0
24.47,14,23,3.5,0
-16.47,547,95,4.78,0
20.27,558,35,0.52,0
22.04,936,100,1.44,0
8.8,530,12,3.52,0
-10.16,319,36,1.5,0
1.81,158,57,4.16,0
13.94,694,38,4.88,0
-16.54,792,35,3.73,0
-1.61,410,76,2.22,0
22.08,790,47,2.73,0
-7.52,896,16,3.5,0
35.31,315,44,0.84,0
29.55,405,1,3.72,0
1.08,596,9,1.32,0
37.13,998,90,8.29,1
15.99,891,15,1.24,0
-14.88,409,80,0.91,0
-10.84,804,72,1.54,0
-17.24,577,93,4.49,0
33.54,944,7,1.59,0
39.81,990,77,6.93,1
21.21,512,1,3.98,0
36.97,917,95,6.57,1
-0.33,406,92,1.37,0
30.41,986,53,3.33,0
12.3,816,72,3.83,0
34.43,965,58,1.28,0
36.35,967,12,3.33,0
19.81,885,22,2.38,0
-13.19,905,66,4.38,0
20.21,338,31,4.66,0
12.55,490,60,4.25,0
14.76,694,38,0.56,0
-7.02,394,46,3.6,0
-7.55,248,57,0.77,0
-11.12,275,37,3.04,0
-12.47,941,1,3.87,0
-13.78,172,98,1.01,0
22.5,167,16,1.25,0
-7.27,899,59,3.47,0
39.22,370,61,4.6,0
38.56,958,100,8.12,1
20.33,449,40,3.58,0
-5.39,708,20,3.33,0
-15.36,488,84,1.02,0
5.07,768,32,0.95,0
9.99,177,0,4.43,0
36.48,948,97,6.87,1
0.31,517,66,3.55,0
-10.45,801,13,2.73,0
12.0,614,47,4.05,0
37.26,99,78,3.36,0
38.73,741,90,3.51,0
16.11,562,87,0.25,0
-11.22,619,67,3.14,0
35.73,968,63,0.49,0
33.69,314,32,0.61,0
23.99,290,86,2.56,0
37.28,958,99,9.63,1
21.85,167,27,0.38,0
-19.85,417,98,4.18,0
35.69,982,36,4.27,0
35.04,993,100,7.21,1
-11.51,337,83,3.87,0
24.58,829,46,1.13,0
35.53,938,91,7.74,1
11.19,903,14,2.83,0
6.01,242,89,3.78,0
9.32,314,73,0.82,0
-2.15,761,36,4.93,0
36.93,935,89,8.9,1
-3.6,629,27,2.28,0
38.76,947,100,5.14,1
11.86,636,74,4.48,0
21.51,834,21,2.64,0
5.49,965,45,2.66,0
23.33,225,24,0.65,0
30.34,172,9,3.08,0
35.34,922,99,8.13,1
24.32,304,22,2.34,0
29.92,594,18,0.63,0
36.53,357,28,1.31,0
-5.32,725,78,0.58,0
-7.22,912,78,1.45,0
26.03,547,8,1.55,0
-15.66,69,62,3.51,0
38.62,81,39,0.61,0
33.93,201,63,1.83,0
38.03,934,94,9.03,1
14.89,622,84,2.77,0
21.58,667,61,0.03,0
36.18,986,97,5.91,1
4.74,819,34,0.84,0
22.72,353,95,2.5,0
29.18,65,9,3.94,0
1.48,152,77,1.74,0
6.14,630,11,3.88,0
29.84,591,56,3.67,0
22.79,154,99,0.42,0
37.33,955,77,9.64,1
6.35,358,33,2.53,0
-3.69,434,63,3.52,0
32.06,72,2,4.5,0
37.2,993,79,5.33,1
32.48,490,78,0.34,0
19.07,486,88,0.31,0
17.33,79,21,3.5,0
-5.9,871,27,1.18,0
-8.08,282,64,2.07,0
-18.76,574,76,4.16,0
28.57,205,62,1.79,0
-14.77,140,45,1.14,0
13.92,13,42,1.44,0
-5.43,754,25,1.03,0
-9.06,204,95,2.16,0
-19.32,961,44,2.43,0
13.35,850,10,2.19,0
-19.18,384,1,3.67,0
35.99,509,61,4.19,0
7.27,924,3,4.37,0
34.72,505,27,3.77,0
25.05,848,6,2.49,0
38.11,947,77,5.16,1
35.24,912,82,7.19,1
13.47,321,29,4.82,0
38.79,971,84,8.9,1
6.94,129,92,4.66,0
13.12,352,80,4.81,0
26.78,30,73,1.3,0
13.95,539,66,0.73,0
0.04,698,86,3.71,0
37.16,884,83,1.38,0
6.18,250,86,1.49,0
21.65,422,45,4.33,0
24.6,194,100,4.6,0
-12.05,313,71,0.84,0
13.98,738,28,2.07,0
37.03,216,69,4.1,0
-15.74,273,69,0.87,0
-12.87,603,82,4.33,0
33.71,189,29,0.76,0
2.33,36,58,1.89,0
-3.54,861,79,2.53,0
8.41,951,61,1.01,0
-0.62,238,60,4.77,0
30.56,395,78,2.15,0
37.44,912,81,9.85,1
-6.28,54,2,1.92,0
32.91,349,11,1.04,0
29.29,630,98,4.35,0
22.46,975,29,3.76,0
25.75,751,3,4.22,0
39.43,56,97,0.75,0
13.82,887,22,4.88,0
-13.32,618,2,3.03,0
34.54,708,84,0.71,0
30.97,17,35,1.46,0
24.73,139,63,0.96,0
25.9,78,80,2.4,0
21.01,673,71,4.6,0
38.3,284,93,1.64,0
-13.69,218,45,0.81,0
-12.75,762,36,3.93,0
18.0,157,93,2.98,0
-15.98,490,100,2.17,0
10.79,664,15,3.46,0
13.61,223,21,0.79,0
37.27,673,86,1.17,0
-13.93,840,60,1.9,0
-10.14,71,15,1.91,0
12.74,409,69,0.04,0
4.96,138,100,1.67,0
20.87,365,100,2.61,0
1.39,86,59,0.81,0
18.91,175,65,0.04,0
16.86,995,91,2.15,0
-18.28,818,36,3.24,0
4.9,840,3,3.01,0
6.59,96,4,0.46,0
-19.02,757,64,2.42,0
8.95,84,17,1.11,0
5.68,746,85,2.23,0
38.99,900,87,9.05,1
-18.46,479,10,4.21,0
32.56,146,61,2.14,0
37.91,971,87,6.91,1
-0.88,511,70,4.97,0
39.11,329,27,4.31,0
0.59,985,52,1.63,0
-10.6,921,42,2.33,0
-14.6,771,26,3.6,0
34.98,303,11,1.58,0
7.56,518,79,4.81,0
37.63,988,84,7.32,1
30.03,967,45,4.72,0
-9.11,644,52,2.08,0
17.99,983,25,3.5,0
14.14,981,68,2.31,0
25.64,160,92,4.21,0
-16.66,103,57,4.85,0
37.82,407,25,0.15,0
17.48,257,95,3.77,0
12.89,275,41,2.57,0
28.38,613,29,1.61,0
8.54,119,72,0.56,0
7.7,801,15,1.16,0
-4.25,525,27,0.68,0
24.23,455,31,3.51,0
39.07,976,98,5.18,1
15.24,828,26,2.37,0
-8.27,388,34,4.7,0
34.57,762,54,1.91,0
32.58,142,6,2.33,0
9.26,285,79,0.16,0
3.19,232,31,1.88,0
10.27,354,24,0.13,0
39.75,989,99,9.91,1
9.65,88,55,0.14,0
-18.55,820,40,3.0,0
22.27,781,77,3.54,0
37.22,254,80,0.96,0
-11.97,320,4,3.0,0
-10.98,563,12,4.46,0
7.74,184,99,0.43,0
28.01,440,65,4.17,0
38.43,578,11,3.84,0
39.18,137,32,2.9,0
6.83,965,24,2.26,0
10.6,570,34,1.49,0
-0.29,595,42,3.24,0
39.09,957,77,9.55,1
20.4,860,81,4.89,0
-3.67,76,12,2.36,0
-19.63,71,28,2.0,0
8.27,391,95,1.16,0
33.75,625,24,4.29,0
34.09,203,10,2.96,0
1.9,616,7,2.53,0
38.41,902,95,7.41,1
26.47,447,1,3.88,0
-15.22,251,48,2.62,0
-9.17,371,3,0.3,0
37.56,989,81,6.4,1
38.62,878,90,3.49,0
36.27,906,89,5.88,1
4.3,176,11,3.63,0
27.43,413,54,4.36,0
38.22,965,35,4.01,0
36.21,968,83,8.01,1
-4.61,924,81,0.35,0
-7.79,94,13,4.58,0
0.68,606,39,2.0,0
28.6,398,45,4.45,0
-8.74,432,56,1.76,0
26.34,18,97,3.57,0
36.82,900,92,7.89,1
38.03,933,89,8.3,1
39.75,956,92,9.07,1
-14.4,597,52,2.44,0
2.01,221,19,0.74,0
-15.67,80,38,2.85,0
10.31,581,9,1.5,0
-16.87,608,39,0.33,0
9.89,647,66,3.57,0
36.26,915,93,6.75,1
27.08,531,43,1.07,0
36.27,913,100,5.19,1
-12.05,333,60,0.98,0
-11.38,164,93,0.66,0
35.17,903,96,9.4,1
21.25,934,3,1.18,0
